license_number,facility_name,legal_entity,address_line1,address_line2,additional_locations,city,state,zip,county,county_code,phone,setting_code,offers_detox,is_licensed,is_certified,license_expiration,license_expired,treatment_capacity,total_capacity,target_population_code,target_population,incidental_medical_services,adolescent_waiver,latitude,longitude
190081IN,STEPPING STONES HOME I & II,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",17719 EAST CYPRESS STREET,,17727 EAST CYPRESS STREET,COVINA,CA,91722,Los Angeles County,19,(626) 967-2677,RES,true,true,true,2028-01-31,false,18,21,1.4,WOMEN/CHILDREN,true,false,34.095915,-117.903295
190081JN,ROYAL PALMS RECOVERY HOME,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",360 SOUTH WESTLAKE AVENUE,,,LOS ANGELES,CA,90057,Los Angeles County,19,(213) 483-9202,RES,false,true,true,2027-12-31,false,115,115,1.1,CO-ED,true,false,34.06086,-118.272415
190081LN,BIMINI RECOVERY CENTER,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",155 SOUTH BIMINI PLACE,,,LOS ANGELES,CA,90004,Los Angeles County,19,(213) 388-5423,RES,false,true,true,2027-07-31,false,84,84,1.1,CO-ED,true,false,34.071475,-118.290543
190081NN,NATIONAL COUNCIL ON ALCOHOLISM AND DRUG DEPENDENCE COVINA,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",4626 NORTH GRAND AVENUE,,,COVINA,CA,91724,Los Angeles County,19,(626) 331-5316,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,34.09645,-117.872455
190081ON,NATIONAL COUNCIL ON ALCOHOLISM AND DRUG DEPENDENCE POMONA,"SOCIAL MODEL RECOVERY SYSTEMS, INC.",656 NORTH PARK AVENUE,,,POMONA,CA,91768,Los Angeles County,19,(909) 629-4084,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,34.064132,-117.75471
190085AAN,TARZANA TREATMENT CENTERS,"TARZANA TREATMENT CENTERS, INC.",44505 90TH STREET WEST,,,LANCASTER,CA,93536,Los Angeles County,19,(818) 996-1051,RES,true,true,true,2027-04-30,false,60,60,1.1,CO-ED,true,false,34.691271,-118.289229
190085ABN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",44447 10TH STREET WEST,BLDG D.,,LANCASTER,CA,93534,Los Angeles County,19,(818) 654-3815,NON,true,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,34.690996,-118.149084
190085AN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",18646 OXNARD ST,"ROOMS 143,150-155,158,177,181,183,185,187,189,195,221,301,302,305,306,308,312,314,316,318,319,322-332,334,336,338,340,342,343,344,346",,TARZANA,CA,91356,Los Angeles County,19,(818) 654-3815,RES,true,true,true,2027-11-30,false,168,170,1.1,CO-ED,true,true,34.179931,-118.539764
190085BN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",2101 MAGNOLIA AVENUE,,,LONG BEACH,CA,90806,Los Angeles County,19,(818) 654-3815,RES,true,true,true,2027-11-30,false,90,109,1.1,CO-ED,true,true,33.795668,-118.198103
190085CN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",6022 VARIEL AVENUE,,,WOODLAND HILLS,CA,91367,Los Angeles County,19,(818) 654-3815,NON,false,false,true,2027-09-30,false,0,0,1.1,CO-ED,false,false,34.179887,-118.592756
190085DN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",18646 OXNARD STREET,"DETOX UNIT/ROOMS 129-130,135-136,139-142,171,201-206,208-216, 218-220, 222,225-229, 231-239",,TARZANA,CA,91356,Los Angeles County,19,(818) 654-3815,DPH,true,false,true,2027-11-30,false,0,0,1.1,CO-ED,false,false,34.179931,-118.539764
190085FN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",18646 OXNARD STREET,"OUTPATIENT SERVICES, OFFICES/ROOMS A101-A104, A108-A111, A115-A134",,TARZANA,CA,91356,Los Angeles County,19,(818) 654-3815,NON,true,false,true,2027-11-30,false,0,0,1.1,CO-ED,false,false,34.179931,-118.539764
190085GN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",44447 NORTH 10TH STREET WEST,BUILDING A,,LANCASTER,CA,93534,Los Angeles County,19,(818) 654-3815,NON,true,false,true,2027-06-30,false,0,0,1.1,CO-ED,false,false,34.690996,-118.149084
190085HN,"TARZANA TREATMENT CENTERS, INC","TARZANA TREATMENT CENTERS, INC.",18700 OXNARD STREET,,,TARZANA,CA,91356,Los Angeles County,19,(818) 654-3815,NON,false,false,true,2027-03-31,false,0,0,1.1,CO-ED,false,false,34.180133,-118.5411
190085JN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",44443 NORTH 10TH STREET WEST,,,LANCASTER,CA,93535,Los Angeles County,19,(818) 654-3815,NON,true,false,true,2027-03-31,false,0,0,1.1,CO-ED,false,false,34.690171,-118.112716
190085KN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",7101 BAIRD AVENUE,,,RESEDA,CA,91335,Los Angeles County,19,(818) 654-3815,NON,true,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,34.199494,-118.537377
190085LN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",44447 NORTH 10TH STREET WEST,BUILDING 1 AND 2,,LANCASTER,CA,93534,Los Angeles County,19,(818) 654-3815,RES,true,true,true,2027-10-31,false,68,74,1.1,CO-ED,true,true,34.690996,-118.149084
190085NN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",5190 ATLANTIC AVENUE,,,LONG BEACH,CA,90806,Los Angeles County,19,(818) 654-3815,NON,true,false,true,2026-12-31,false,0,0,1.10,CO-ED/YOUTH,false,false,33.85078,-118.184813
190085ON,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",44459 NORTH 10TH STREET WEST,,,LANCASTER,CA,93534,Los Angeles County,19,(818) 654-3815,NON,false,false,true,2028-02-29,false,0,0,1.1,CO-ED,false,false,34.691162,-118.14806
190085PN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",44447 NORTH 10TH STREET WEST,BUILDING C,,LANCASTER,CA,93534,Los Angeles County,19,(818) 654-3815,DSS,false,false,true,2027-03-31,false,0,0,1.1,CO-ED,false,false,34.690996,-118.149084
190085RN,"TARZANA TREATMENT CENTERS , INC.","TARZANA TREATMENT CENTERS, INC.",8330 RESEDA BOULEVARD,,,NORTHRIDGE,CA,91324,Los Angeles County,19,(818) 654-3815,NON,true,false,true,2026-09-30,false,0,0,1.1,CO-ED,false,false,34.221748,-118.536058
190085SN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",907 W. LANCASTER BOULEVARD,,,LANCASTER,CA,93534,Los Angeles County,19,(818) 654-3815,NON,true,false,true,2026-09-30,false,0,0,1.11,MEN/YOUTH,false,false,34.697353,-118.147229
190085TN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",320 E. PALMDALE BLVD,,,PALMDALE,CA,93550,Los Angeles County,19,(818) 654-3815,NON,true,false,true,2027-01-31,false,0,0,1.1,CO-ED,false,false,34.579514,-118.124097
190085UN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",44421 10TH STREET WEST,,,LANCASTER,CA,93534,Los Angeles County,19,(818) 654-3815,NON,false,false,true,2028-01-31,false,0,0,1.8,DUAL DIAGNOSIS,false,false,34.690133,-118.148054
190085WN,"TARZANA TREATMENT CENTERS, INC","TARZANA TREATMENT CENTERS, INC.",6005 YOLANDA AVE,,,TARZANA,CA,91356,Los Angeles County,19,(818) 654-3815,NON,false,false,true,2028-03-31,false,0,0,1.1,CO-ED,false,false,34.179055,-118.540777
190085XN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",5178 ATLANIC AVE.,,,LONG BEACH,CA,90805,Los Angeles County,19,(818) 654-3815,NON,true,false,true,2028-05-31,false,0,0,1.1,CO-ED,false,false,33.850236,-118.184809
190085YN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",12021 S. WILMINGTON AVENUE,"BLDG 18, SUITE  301",,LOS ANGELES,CA,90059,Los Angeles County,19,(818) 654-3815,NON,true,false,true,2026-09-30,false,0,0,1.1,CO-ED,false,false,33.923522,-118.239203
190085ZN,"TARZANA TREATMENT CENTERS, INC.","TARZANA TREATMENT CENTERS, INC.",1037 EAST PALMDALE BLVD,,,PALMDALE,CA,93550,Los Angeles County,19,(818) 654-3815,NON,false,false,true,2027-06-30,false,0,0,1.1,CO-ED,false,false,34.579662,-118.110435
190087CN,CHABAD RESIDENTIAL TREATMENT CENTER,CHABAD OF CALIFORNIA,5675 WEST OLYMPIC BOULEVARD,,,LOS ANGELES,CA,90036,Los Angeles County,19,(323) 965-1365,RES,false,true,true,2027-03-31,false,44,44,1.2,MEN ONLY,true,false,34.057412,-118.353262
190087DN,CHABAD RECOVERY OUTPATIENT CENTER,CHABAD OF CALIFORNIA,1750 SOUTH LA CIENEGA BLVD,,,LOS ANGELES,CA,90035,Los Angeles County,19,(323) 965-1365 X105,NON,false,false,true,2028-01-31,false,0,0,1.1,CO-ED,false,false,34.045607,-118.376525
190088AP,FIRST RESPONDERS FIRST OUTPATIENT,"LAKE HUGHES RECOVERY O.P., INC.",49713-B GORMAN POST ROAD,,,GORMAN,CA,93243,Los Angeles County,19,(661) 724-0001,NON,false,false,true,2028-06-30,false,0,0,1.1,CO-ED,false,false,34.796243,-118.85176
190092AN,DIDI HIRSCH MENTAL HEALTH SERVICES,DIDI HIRSCH PSYCHIATRIC SERVICE,11643 GLENOAKS BOULEVARD,,,PACOIMA,CA,91331,Los Angeles County,19,(818) 897-2609,RES,true,true,true,2028-07-31,false,40,60,1.4,WOMEN/CHILDREN,true,false,34.2814,-118.419887
190092FN,DIDI HIRSCH MENTAL HEALTH SERVICES- SEPULVEDA SITE,DIDI HIRSCH PSYCHIATRIC SERVICE,4760 SEPULVEDA BOULEVARD,,,CULVER CITY,CA,90230,Los Angeles County,19,(310) 895-2344,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,34.001429,-118.404162
190092GN,DIDI HIRSCH MENTAL HEALTH SERVICES - GLENDALE SITE,DIDI HIRSCH PSYCHIATRIC SERVICE,1540 EAST COLORADO STREET,,,GLENDALE,CA,91205,Los Angeles County,19,(818) 244-7257,NON,false,false,true,2026-10-31,false,0,0,1.1,CO-ED,false,false,34.142741,-118.230197
190092HN,DIDI HIRSCH MENTAL HEALTH SERVICES - INGLEWOOD SITE,DIDI HIRSCH PSYCHIATRIC SERVICE,323 NORTH PRAIRIE AVENUE,"SUITE 150, 350, 450",,INGLEWOOD,CA,90301,Los Angeles County,19,(310) 677-7808,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,33.966286,-118.343986
190093AP,NUVIEW TREATMENT CENTER,"NUVU, LLC",2370 S. ROBERTSON BOULEVARD,,,LOS ANGELES,CA,90034,Los Angeles County,19,(484) 894-5764,NON,false,false,true,2026-11-30,false,0,0,1.1,CO-ED,false,false,34.039822,-118.387948
190094AN,"PRINCIPLES, INC. DBA IMPACT","PRINCIPLES, INC.",1680 NORTH FAIR OAKS AVENUE,,,PASADENA,CA,91103,Los Angeles County,19,(626) 798-0884,RES,true,true,true,2027-10-31,false,130,130,1.1,CO-ED,true,false,34.175001,-118.150697
190094GN,IMPACT OUTPATIENT/AFTERCARE PROGRAM,"PRINCIPLES, INC.",1450 NORTH LAKE AVENUE,SUITE 200,,PASADENA,CA,91104,Los Angeles County,19,(626) 564-4240,NON,false,false,true,2027-07-31,false,0,0,1.1,CO-ED,false,false,34.17108,-118.132124
190094HN,"PRINCIPLES, INC., D.B.A. IMPACT","PRINCIPLES, INC.",3217 NORTH EASTERN AVENUE,SUITES 101-103,,LOS ANGELES,CA,90032,Los Angeles County,19,(213) 625-5009,NON,false,false,true,2028-09-30,false,0,0,1.1,CO-ED,false,false,34.082416,-118.178071
190095AN,"CRI-HELP, PFLEGER RESIDENTIAL","CRI-HELP, INC.",11027 BURBANK BOULEVARD,,5624 & 5626 CASE AVENUE,NORTH HOLLYWOOD,CA,91601,Los Angeles County,19,(818) 985-8323,RES,true,true,true,2027-12-31,false,165,165,1.1,CO-ED,true,false,34.172511,-118.371588
190095MN,SOCORRO,"CRI-HELP, INC.",4439 BURNS AVENUE,,"4445, & 4455 BURNS AVENUE",LOS ANGELES,CA,90029,Los Angeles County,19,(323) 222-1440,RES,true,true,true,2027-05-31,false,75,75,1.1,CO-ED,true,false,34.087725,-118.290956
190095ON,LINCOLN HEIGHTS RECOVERY CAMPUS,"CRI-HELP, INC.",3619 NORTH MISSION ROAD,,,LOS ANGELES,CA,90031,Los Angeles County,19,(818) 985-8323,RES,true,true,true,2028-05-31,false,78,78,1.2,MEN ONLY,true,false,34.068323,-118.201414
190095PN,LINCOLN HEIGHTS RECOVERY CAMPUS,"CRI-HELP, INC.",2029 KEITH ST,,,LOS ANGELES,CA,90031,Los Angeles County,19,(818) 985-8323,NON,false,false,true,2028-07-31,false,0,0,1.1,CO-ED,false,false,34.069019,-118.201289
190099EN,BROWN SCAPULAR PROGRAM,"CANON HUMAN SERVICES CENTERS, INC.",9705 HOLMES AVENUE,,,LOS ANGELES,CA,90002,Los Angeles County,19,(323) 249-9097,RES,false,true,false,2028-02-29,false,43,43,1.2,MEN ONLY,false,false,33.947956,-118.240807
190100BN,L.A. CADA,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,11015 BLOOMFIELD AVENUE,,,SANTA FE SPRINGS,CA,90670-4601,Los Angeles County,19,(562) 906-2676,NON,false,false,true,2028-01-31,false,0,0,1.1,CO-ED,false,false,33.931284,-118.064056
190100EN,L.A. CADA,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,426 S. SAN PEDRO STREET,,305 AND 307 S. CENTRAL AVENUE,LOS ANGELES,CA,90013,Los Angeles County,19,(213) 626-6411,NON,false,false,true,2028-01-31,false,0,0,1.1,CO-ED,false,false,34.044935,-118.243445
190100IN,ALLEN HOUSE,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,11111 BLOOMFIELD AVENUE,,,SANTA FE SPRINGS,CA,90670,Los Angeles County,19,(562) 906-2685,RES,true,true,true,2026-11-30,false,60,60,1.1,CO-ED,true,false,33.930739,-118.064003
190100LN,ALICE'S HOUSE,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,14100 GLENGYLE STREET,,"14100 1/4, 14100 1/2 GLENGYLE STREET",WHITTIER,CA,90604,Los Angeles County,19,(562) 777-1222,RES,false,true,true,2026-08-31,false,18,19,1.4,WOMEN/CHILDREN,false,false,33.937882,-118.033885
190100NN,L.A. CADA - OUTPATIENT,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,10210 ORR AND DAY ROAD,SUITE B,,SANTA FE SPRINGS,CA,90670,Los Angeles County,19,(562) 348-0083,NON,false,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,33.94437,-118.090356
190100ON,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,5861 CHERRY AVENUE,,,LONG BEACH,CA,90805,Los Angeles County,19,(562) 676-4259,NON,false,false,true,2028-03-31,false,0,0,1.1,CO-ED,false,false,33.861307,-118.168651
190100PN,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,8919/8921 CALIFORNIA AVENUE,,,SOUTH GATE,CA,90280,Los Angeles County,19,(323) 487-5126,RES,true,true,true,2027-02-28,false,45,45,1.1,CO-ED,true,false,33.953569,-118.206212
190100QN,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,10924 MAIN ST,SUITE A,,LOS ANGELES,CA,90061,Los Angeles County,19,(323) 880-8159,NON,false,false,true,2027-11-30,false,0,0,1.1,CO-ED,false,false,33.936709,-118.273846
190100RN,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,1084 NEW YORK DR.,,1092 NEW YORK DR.,ALTADENA,CA,91001,Los Angeles County,19,(626) 421-6031,RES,false,true,false,2028-01-31,false,18,18,1.1,CO-ED,true,false,34.178395,-118.128213
190100TN,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,9300 SANTA FE SPRINGS ROAD,,,SANTA FE SPRINGS,CA,90670,Los Angeles County,19,(562) 309-4372,NON,false,false,true,2028-06-30,false,0,0,1.1,CO-ED,false,false,33.95567,-118.053945
190100UN,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,1410 N. GAREY AVENUE,,,POMONA,CA,91767,Los Angeles County,19,(562) 777-7500 X562,NON,false,false,true,2027-11-30,false,0,0,1.1,CO-ED,false,false,34.072045,-117.75215
190100VN,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,7639 SOUTH PAINTER AVENUE,,,WHITTIER,CA,90602,Los Angeles County,19,,NON,false,false,true,2028-05-31,false,0,0,1.1,CO-ED,false,false,33.973016,-118.032691
190108CP,NO MATTER WHAT RECOVERY,"LOS ANGELES RECOVERY CENTERS, LLC",3409 W TEMPLE STREET,,,LOS ANGELES,CA,90026,Los Angeles County,19,(323) 797-5464,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,34.076269,-118.283355
190111AN,VAN NESS RECOVERY HOUSE,VAN NESS RECOVERY HOUSE,1919 NORTH BEACHWOOD DRIVE,,,LOS ANGELES,CA,90068,Los Angeles County,19,(323) 463-4266,RES,false,true,false,2026-10-31,false,20,20,1.1,CO-ED,false,false,34.10621,-118.321527
190112AN,ASIAN AMERICAN DRUG ABUSE PROGRAM,"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",5318 CRENSHAW BOULEVARD,,,LOS ANGELES,CA,90043,Los Angeles County,19,(323) 293-6291,RES,false,true,true,2028-01-31,false,35,39,1.1,CO-ED,true,false,33.994412,-118.330212
190112EN,"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.","ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",13931 VAN NESS AVENUE,,,GARDENA,CA,90249,Los Angeles County,19,(323) 293-6284,NON,false,false,true,2027-10-31,false,0,0,1.1,CO-ED,false,false,33.905097,-118.317857
190112HN,ASIAN AMERICAN DRUG ABUSE PROGRAM OUTPATIENT PROGRAM,"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",1733 E. ANAHEIM ST.,,,LONG BEACH,CA,90813,Los Angeles County,19,(562) 218-9530,NON,false,false,true,2027-10-31,false,0,0,1.1,CO-ED,false,false,33.782623,-118.170193
190112IN,"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.","ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",520 NORTH LA BREA,,,INGLEWOOD,CA,90302,Los Angeles County,19,(323) 293-6284,NON,false,false,true,2028-03-31,false,0,0,1.1,CO-ED,false,false,33.969565,-118.356135
190113BP,CROSSPOINTE RECOVERY,CROSSPOINTE RECOVERY,14888 VALLEY VISTA BLVD,,,SHERMAN OAKS,CA,91403,Los Angeles County,19,(818) 414-9438,RES,true,true,false,2026-11-30,false,6,6,1.1,CO-ED,true,false,34.146921,-118.459145
190114AP,FIRST RESPONDERS FIRST,"LAKE HUGHES RECOVERY ESTATES, INC",28963 PINE CANYON ROAD,,28765  PINE CANYON ROAD,LAKE HUGHES,CA,93532,Los Angeles County,19,(661) 724-0440,RES,true,true,true,2026-12-31,false,9,9,1.1,CO-ED,true,false,34.73486,-118.640056
190115AN,PHOENIX HOUSE - VENICE,"PHOENIX HOUSES OF LOS ANGELES, INC.",503 OCEAN FRONT WALK,,,VENICE,CA,90291,Los Angeles County,19,(310) 392-3070,RES,true,true,true,2027-12-31,false,53,53,1.2,MEN ONLY,true,false,33.993131,-118.479119
190115CN,PHOENIX HOUSE: OUTPATIENT SERVICES,"PHOENIX HOUSES OF LOS ANGELES, INC.",517 OCEAN FRONT WALK,SUITE 8,,VENICE,CA,90291,Los Angeles County,19,(310) 392-3070,NON,false,false,true,2027-12-31,false,0,0,1.2,MEN ONLY,false,false,33.992813,-118.47884
190115EN,PHOENIX HOUSE OUTPATIENT CENTER,"PHOENIX HOUSES OF LOS ANGELES, INC.",11600 ELDRIDGE AVENUE,,,LAKE VIEW TERRACE,CA,91342,Los Angeles County,19,(818) 686-3000,NON,false,false,true,2027-10-31,false,0,0,1.1,CO-ED,false,false,34.280585,-118.38404
190116AP,WARNER PARK RECOVERY CENTER,"WARNER PARK RECOVERY CENTER, LLC",22011 VENTURA BOULEVARD,,,WOODLAND HILLS,CA,91364,Los Angeles County,19,(818) 916-6869,NON,false,false,true,2026-08-31,false,0,0,1.1,CO-ED,false,false,34.16854,-118.606405
190119AP,GRATITUDE LODGE,GRATITUDE LODGE LLC,3849 CHATWIN AVENUE,,,LONG BEACH,CA,90808,Los Angeles County,19,(562) 354-6115,RES,true,true,false,2026-10-31,false,6,6,1.1,CO-ED,true,false,33.829125,-118.12361
190119BP,GRATITUDE LODGE LLC,GRATITUDE LODGE LLC,3010 E. 1ST STREET,,,LONG BEACH,CA,90803,Los Angeles County,19,(562) 354-6115,RES,true,true,false,2028-05-31,false,6,6,1.1,CO-ED,true,false,33.763308,-118.157222
190123CP,NEW SPIRIT RECOVERY LLC,NEW SPIRIT RECOVERY LLC,17856 CATHEDRAL PLACE,,"3914 BRAEWOOD CT, TARZANA, CA 91356, 17516 RAYMER ST, SHERWOOD FOREST 91325",ENCINO,CA,91316,Los Angeles County,19,(424) 317-9319,RES,true,true,false,2028-07-31,false,18,18,1.1,CO-ED,true,false,34.149352,-118.522519
190130AP,FAITH RECOVERY CENTER,FAITH RECOVERY CENTER INC.,2200 COLDWATER CANYON DRIVE,,,BEVERLY HILLS,CA,90210,Los Angeles County,19,(818) 220-3089,RES,true,true,false,2026-11-30,false,6,6,1.1,CO-ED,true,false,34.112005,-118.404375
190132AN,"KOREATOWN YOUTH AND COMMUNITY CENTER, INC.","KOREATOWN YOUTH AND COMMUNITY CENTER, INC.",3727 W. 6TH STREET,SUITE 411,,LOS ANGELES,CA,90020,Los Angeles County,19,(213) 365-7400,NON,false,false,true,2027-01-31,false,0,0,1.1,CO-ED,false,false,34.063581,-118.303817
190135CN,FRED BROWN'S RECOVERY SERVICES,"FRED BROWN'S RECOVERY SERVICES, INC.",270 WEST 14TH STREET,,276 AND 278 WEST 14TH STREET,SAN PEDRO,CA,90731,Los Angeles County,19,(310) 519-8723,RES,false,true,true,2026-11-30,false,24,24,1.2,MEN ONLY,true,false,33.731512,-118.282838
190135EN,FRED BROWN'S RECOVERY SERVICES,"FRED BROWN'S RECOVERY SERVICES, INC.",852 WEST 19TH STREET,,856 WEST 19TH STREET,SAN PEDRO,CA,90731,Los Angeles County,19,(310) 519-8723,RES,false,true,true,2027-11-30,false,16,16,1.2,MEN ONLY,true,false,33.727027,-118.295869
190135PN,"FRED BROWN'S RECOVERY SERVICES, INC.","FRED BROWN'S RECOVERY SERVICES, INC.",505 S PACIFIC AVENUE,"SUITE 103, 104, 105, 106, 203, 204, 205, 206",,SAN PEDRO,CA,90731,Los Angeles County,19,(310) 519-8723,NON,false,false,true,2027-04-30,false,0,0,1.1,CO-ED,false,false,33.739413,-118.287941
190136AN,TESSIE CLEVELAND COMMUNITY SERVICES CORPORATION,TESSIE CLEVELAND COMMUNITY SERVICES CORPORATION,8019 COMPTON AVENUE,,,LOS ANGELES,CA,90001,Los Angeles County,19,(323) 586-7333,NON,false,false,true,2027-05-31,false,0,0,1.1,CO-ED,false,false,33.966037,-118.247694
190136AP,CNV DETOX,"CNV DETOX, INC.",5919 WEST 74TH STREET,,,LOS ANGELES,CA,90045,Los Angeles County,19,(310) 431-4829,RES,true,true,false,2026-12-31,false,6,6,1.1,CO-ED,true,false,33.97402,-118.38696
190141AP,VALLEY RECOVERY CENTER OF AGUA DULCE,AIM RECOVERY CENTERS,32237 AGUA DULCE CANYON ROAD,,,AGUA DULCE,CA,91390,Los Angeles County,19,(818) 571-9841,RES,true,true,true,2026-12-31,false,6,6,1.1,CO-ED,true,false,34.479191,-118.330927
190147AN,S. H. A. W. L. HOUSE,SUPPORT FOR HARBOR AREA WOMEN'S LIVES,936 SOUTH CENTRE STREET,,,SAN PEDRO,CA,90731,Los Angeles County,19,(310) 521-9310,RES,false,true,false,2027-06-30,false,13,13,1.12,WOMEN/YOUTH,false,false,33.735406,-118.283524
190182EN,DARE U TO CARE OUTREACH MINISTRY,DARE U TO CARE OUTREACH MINISTRY,316 WEST 120TH STREET,,,LOS ANGELES,CA,90061,Los Angeles County,19,(323) 777-2372,RES,false,true,true,2027-09-30,false,20,21,1.1,CO-ED,false,false,33.923695,-118.278987
190184AP,NEW FOUND LIFE,"NEW FOUND LIFE, INC.",2211 EAST OCEAN BOULEVARD,,"2213, 2217, 2135 AND 2137 EAST OCEAN BOULEVARD",LONG BEACH,CA,90803-2440,Los Angeles County,19,(562) 434-4060,RES,false,true,true,2027-12-31,false,26,26,1.1,CO-ED,true,false,33.763998,-118.165617
190184BP,NEW FOUND LIFE,"NEW FOUND LIFE, INC.",370 JUNIPERO AVENUE,SUITE 104 - 105,,LONG BEACH,CA,90814,Los Angeles County,19,(562) 434-4060,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,33.77101,-118.16456
190188AN,WESTSIDE RESIDENCE HALL,UNITED STATES VETERANS INITIATIVE,733 SOUTH HINDRY AVENUE,"SUITES 103, 207, 208, 209, 210, 211, AND MULTIPURPOSE ROOM",,INGLEWOOD,CA,90301,Los Angeles County,19,(310) 744-6522,RES,false,true,false,2028-04-30,false,40,40,1.2,MEN ONLY,false,false,33.953287,-118.373581
190205AN,CROSSROADS,"CROSSROADS, INCORPORATED",1269 NORTH HARVARD AVENUE,,"615 SAN JOSE AVE.; AND 250 W. 1ST ST., SUITE 254",CLAREMONT,CA,91711-0015,Los Angeles County,19,(909) 493-9897,RES,false,true,false,2027-09-30,false,12,14,1.3,WOMEN ONLY,false,false,34.10661,-117.716725
190209CN,NEW DIRECTIONS FOR VETERANS,"NEW DIRECTIONS, INC.",11303 WILSHIRE BOULEVARD,VA BUILDING 116,,LOS ANGELES,CA,90073,Los Angeles County,19,(310) 914-4045,RES,false,true,true,2026-12-31,false,30,30,1.2,MEN ONLY,false,false,34.053651,-118.457713
190210GN,SSG HOP-ICS,"SPECIAL SERVICE FOR GROUPS, INC.",5715 S. BROADWAY,,,LOS ANGELES,CA,90037,Los Angeles County,19,(323) 948-0444,NON,false,false,true,2026-12-31,false,0,0,1.1,CO-ED,false,false,33.990249,-118.278327
